代码,简称,日期,前收盘价(元),开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(股),成交金额(元),涨跌(元),涨跌幅(%),均价(元),换手率(%),A股流通市值(元),B股流通市值(元),总市值(元),A股流通股本(股),B股流通股本(股),总股本(股),市盈率,市净率,市销率,市现率,
600183.SH,生益科技,1998-10-28,N/A,0.5451,0.5968,0.5391,0.5534,48277600,367841736,0.2404,76.7943,7.6193,63.108,565335000,N/A,2417915625,76500000,0,327187500,31.9346,7.1503,4.28,N/A,
600183.SH,生益科技,1998-10-29,0.5534,0.5451,0.5796,0.5331,0.5638,16008700,119375913,0.0105,1.8945,7.4569,20.9264,576045000,N/A,2463721875,76500000,0,327187500,32.5396,7.2857,4.3611,N/A,
600183.SH,生益科技,1998-10-30,0.5638,0.5616,0.6065,0.5586,0.5886,14515100,114120051,0.0247,4.3825,7.8622,18.974,601290000,N/A,2571693750,76500000,0,327187500,33.9656,7.605,4.5522,N/A,
600183.SH,生益科技,1998-11-02,0.5886,0.599,0.641,0.5923,0.641,16031300,130839833,0.0524,8.9059,8.1615,20.9559,654840000,N/A,2800725000,76500000,0,327187500,36.9905,8.2823,4.9576,N/A,
600183.SH,生益科技,1998-11-03,0.641,0.644,0.65,0.6275,0.6342,13592500,115818146,-0.0067,-1.0514,8.5207,17.768,647955000,N/A,2771278125,76500000,0,327187500,36.6016,8.1952,4.9055,N/A,
600183.SH,生益科技,1998-11-04,0.6342,0.6327,0.6627,0.6215,0.6529,8591100,73580160,0.0187,2.9516,8.5647,11.2302,667080000,N/A,2853075000,76500000,0,327187500,37.6819,8.4371,5.0503,N/A,
600183.SH,生益科技,1998-11-05,0.6529,0.6552,0.6792,0.6425,0.6462,12237200,108218688,-0.0067,-1.0321,8.8434,15.9963,660195000,N/A,2823628125,76500000,0,327187500,37.293,8.35,4.9982,N/A,
600183.SH,生益科技,1998-11-06,0.6462,0.6515,0.6717,0.6477,0.65,11263400,98724691,0.0037,0.5794,8.7651,14.7234,664020000,N/A,2839987500,76500000,0,327187500,37.5091,8.3984,5.0271,N/A,
600183.SH,生益科技,1998-11-09,0.65,0.6589,0.7076,0.6589,0.6979,11754200,107595731,0.0479,7.3733,9.1538,15.365,712980000,N/A,3049387500,76500000,0,327187500,40.2747,9.0177,5.3978,N/A,
600183.SH,生益科技,1998-11-10,0.6979,0.6964,0.6964,0.6724,0.6859,6787700,61823242,-0.012,-1.7167,9.1081,8.8728,700740000,N/A,2997037500,76500000,0,327187500,39.5833,8.8628,5.3051,N/A,
600183.SH,生益科技,1998-11-11,0.6859,0.6829,0.6964,0.6732,0.6889,5189700,47345216,0.003,0.4367,9.1229,6.7839,703800000,N/A,3010125000,76500000,0,327187500,39.7562,8.9016,5.3283,N/A,
600183.SH,生益科技,1998-11-12,0.6889,0.6874,0.6874,0.6627,0.6642,5442300,49002110,-0.0247,-3.587,9.0039,7.1141,678555000,N/A,2902153125,76500000,0,327187500,38.3301,8.5823,5.1372,N/A,
600183.SH,生益科技,1998-11-13,0.6642,0.6597,0.6679,0.6477,0.6649,3897200,34167277,0.0007,0.1127,8.7671,5.0944,679320000,N/A,2905425000,76500000,0,327187500,38.3733,8.5919,5.143,N/A,
600183.SH,生益科技,1998-11-16,0.6649,0.6649,0.6799,0.6589,0.6627,2870200,25610352,-0.0022,-0.3378,8.9228,3.7519,677025000,N/A,2895609375,76500000,0,327187500,38.2437,8.5629,5.1256,N/A,
600183.SH,生益科技,1998-11-17,0.6627,0.6649,0.6679,0.6485,0.6529,2463500,21570190,-0.0097,-1.4689,8.7559,3.2203,667080000,N/A,2853075000,76500000,0,327187500,37.6819,8.4371,5.0503,N/A,
600183.SH,生益科技,1998-11-18,0.6529,0.6529,0.6724,0.6492,0.6529,2069300,18229235,0,0,8.8094,2.705,667080000,N/A,2853075000,76500000,0,327187500,37.6819,8.4371,5.0503,N/A,
600183.SH,生益科技,1998-11-19,0.6529,0.65,0.6627,0.644,0.6507,1519600,13268759,-0.0022,-0.344,8.7317,1.9864,664785000,N/A,2843259375,76500000,0,327187500,37.5523,8.4081,5.0329,N/A,
600183.SH,生益科技,1998-11-20,0.6507,0.6515,0.6866,0.65,0.6792,5156600,46424680,0.0285,4.3728,9.003,6.7407,693855000,N/A,2967590625,76500000,0,327187500,39.1944,8.7758,5.253,N/A,
600183.SH,生益科技,1998-11-23,0.6792,0.6889,0.7181,0.6889,0.7099,7323500,68868465,0.0307,4.5204,9.4038,9.5732,725220000,N/A,3101737500,76500000,0,327187500,40.9661,9.1725,5.4905,N/A,
600183.SH,生益科技,1998-11-24,0.7099,0.7121,0.7151,0.7009,0.7061,3198600,30123379,-0.0037,-0.5274,9.4177,4.1812,721395000,N/A,3085378125,76500000,0,327187500,40.7501,9.1241,5.4615,N/A,
600183.SH,生益科技,1998-11-25,0.7061,0.7061,0.7114,0.6739,0.6747,4409300,40459396,-0.0314,-4.4539,9.1759,5.7638,689265000,N/A,2947959375,76500000,0,327187500,38.9351,8.7177,5.2182,N/A,
600183.SH,生益科技,1998-11-26,0.6747,0.6664,0.6822,0.6649,0.6777,2689100,24256000,0.003,0.444,9.0201,3.5152,692325000,N/A,2961046875,76500000,0,327187500,39.108,8.7564,5.2414,N/A,
600183.SH,生益科技,1998-11-27,0.6777,0.6777,0.6814,0.6589,0.6604,2290400,20379000,-0.0172,-2.5414,8.8976,2.994,674730000,N/A,2885793750,76500000,0,327187500,38.1141,8.5339,5.1082,N/A,
600183.SH,生益科技,1998-11-30,0.6604,0.6559,0.6777,0.6522,0.6747,1518000,13474000,0.0142,2.1542,8.8762,1.9843,689265000,N/A,2947959375,76500000,0,327187500,38.9351,8.7177,5.2182,N/A,
600183.SH,生益科技,1998-12-01,0.6747,0.6739,0.6739,0.6589,0.6642,1248900,11110306,-0.0105,-1.5538,8.8961,1.6325,678555000,N/A,2902153125,76500000,0,327187500,38.3301,8.5823,5.1372,N/A,
600183.SH,生益科技,1998-12-02,0.6642,0.6589,0.6829,0.6574,0.6829,1998700,17956647,0.0187,2.8185,8.9842,2.6127,697680000,N/A,2983950000,76500000,0,327187500,39.4105,8.8241,5.282,N/A,
600183.SH,生益科技,1998-12-03,0.6829,0.6851,0.6851,0.6672,0.6694,983900,8855482,-0.0135,-1.9737,9.0004,1.2861,683910000,N/A,2925056250,76500000,0,327187500,38.6326,8.65,5.1777,N/A,
600183.SH,生益科技,1998-12-04,0.6694,0.6702,0.6739,0.65,0.6559,1940100,16989041,-0.0135,-2.0134,8.7568,2.5361,670140000,N/A,2866162500,76500000,0,327187500,37.8548,8.4758,5.0735,N/A,
600183.SH,生益科技,1998-12-07,0.6559,0.6649,0.6702,0.626,0.629,2319300,19863897,-0.027,-4.1096,8.5646,3.0318,642600000,N/A,2748375000,76500000,0,327187500,36.2991,8.1275,4.865,N/A,
600183.SH,生益科技,1998-12-08,0.629,0.629,0.6477,0.626,0.6387,1276500,10851323,0.0097,1.5476,8.5008,1.6686,652545000,N/A,2790909375,76500000,0,327187500,36.8609,8.2533,4.9402,N/A,
600183.SH,生益科技,1998-12-09,0.6387,0.6455,0.6455,0.6305,0.6387,585400,4971062,0,0,8.4917,0.7652,652545000,N/A,2790909375,76500000,0,327187500,36.8609,8.2533,4.9402,N/A,
600183.SH,生益科技,1998-12-10,0.6387,0.6402,0.6402,0.62,0.6215,1305800,10887155,-0.0172,-2.6964,8.3375,1.7069,634950000,N/A,2715656250,76500000,0,327187500,35.867,8.0307,4.807,N/A,
600183.SH,生益科技,1998-12-11,0.6215,0.6178,0.635,0.614,0.635,756700,6317325,0.0135,2.1687,8.3485,0.9892,648720000,N/A,2774550000,76500000,0,327187500,36.6448,8.2049,4.9113,N/A,
600183.SH,生益科技,1998-12-14,0.635,0.6342,0.6342,0.6178,0.6178,650800,5403712,-0.0172,-2.7123,8.3032,0.8507,631125000,N/A,2699296875,76500000,0,327187500,35.6509,7.9824,4.7781,N/A,
600183.SH,生益科技,1998-12-15,0.6178,0.6178,0.6305,0.599,0.6275,1473300,12036825,0.0097,1.5758,8.17,1.9259,641070000,N/A,2741831250,76500000,0,327187500,36.2127,8.1082,4.8534,N/A,
600183.SH,生益科技,1998-12-16,0.6275,0.6267,0.629,0.614,0.6148,557400,4623463,-0.0127,-2.0286,8.2947,0.7286,628065000,N/A,2686209375,76500000,0,327187500,35.4781,7.9437,4.7549,N/A,
600183.SH,生益科技,1998-12-17,0.6148,0.6065,0.614,0.6028,0.6058,669400,5425913,-0.009,-1.4616,8.1056,0.875,618885000,N/A,2646946875,76500000,0,327187500,34.9595,7.8276,4.6854,N/A,
600183.SH,生益科技,1998-12-18,0.6058,0.6043,0.614,0.6005,0.6035,595200,4809696,-0.0022,-0.3708,8.0808,0.778,616590000,N/A,2637131250,76500000,0,327187500,34.8299,7.7985,4.668,N/A,
600183.SH,生益科技,1998-12-21,0.6035,0.6073,0.6133,0.6013,0.6065,417900,3390550,0.003,0.4963,8.1133,0.5463,619650000,N/A,2650218750,76500000,0,327187500,35.0027,7.8372,4.6912,N/A,
600183.SH,生益科技,1998-12-22,0.6065,0.6065,0.635,0.6065,0.632,1468000,12278248,0.0255,4.1975,8.3639,1.919,645660000,N/A,2761462500,76500000,0,327187500,36.472,8.1662,4.8881,N/A,
