代码,简称,日期,前收盘价(元),开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(股),成交金额(元),涨跌(元),涨跌幅(%),均价(元),换手率(%),A股流通市值(元),B股流通市值(元),总市值(元),A股流通股本(股),B股流通股本(股),总股本(股),市盈率,市净率,市销率,市现率,
002371.SZ,北方华创,2010-03-16,N/A,12.1558,12.8222,11.9839,12.3653,11073746,656181828,5.4491,78.7879,59.2556,83.5881,781632000,N/A,3835000000,13248000,0,65000000,77.3083,13.2195,6.529,33.7599,
002371.SZ,北方华创,2010-03-17,12.3653,12.1558,12.6483,11.9881,12.4617,6141142,362587251.7,0.0964,0.7797,59.0423,46.3552,787726080,N/A,3864900000,13248000,0,65000000,77.9111,13.3226,6.5799,34.0231,
002371.SZ,北方华创,2010-03-18,12.4617,12.5037,12.5749,12.0719,12.3046,4249323,249301397.7,-0.1572,-1.2614,58.6685,32.0752,777790080,N/A,3816150000,13248000,0,65000000,76.9283,13.1545,6.4969,33.594,
002371.SZ,北方华创,2010-03-19,12.3046,12.1558,12.2501,11.6067,11.657,4117693,232224608.3,-0.6476,-5.2632,56.3968,31.0816,736853760,N/A,3615300000,13248000,0,65000000,72.8795,12.4622,6.155,31.8259,
002371.SZ,北方华创,2010-03-22,11.657,11.5605,11.9252,11.5605,11.8058,2086870,117126234.7,0.1488,1.2765,56.1253,15.7523,746259840,N/A,3661450000,13248000,0,65000000,73.8098,12.6213,6.2336,32.2321,
002371.SZ,北方华创,2010-03-23,11.8058,11.7995,11.7995,11.5543,11.659,1572838,87621078.3,-0.1467,-1.2427,55.7089,11.8723,736986240,N/A,3615950000,13248000,0,65000000,72.8926,12.4644,6.1561,31.8316,
002371.SZ,北方华创,2010-03-24,11.659,11.6695,12.8243,11.6695,12.8243,3616067,214330102.6,1.1653,9.9946,59.2716,27.2952,810645120,N/A,3977350000,13248000,0,65000000,80.1779,13.7102,6.7714,35.013,
002371.SZ,北方华创,2010-03-25,12.8243,13.2037,13.5809,13.0381,13.0737,5627423,357084711.5,0.2494,1.9448,63.4544,42.4775,826410240,N/A,4054700000,13248000,0,65000000,81.7372,13.9768,6.9031,35.694,
002371.SZ,北方华创,2010-03-26,13.0737,13.1408,13.8094,13.0465,13.407,3755596,239525849.5,0.3332,2.5489,63.7784,28.3484,847474560,N/A,4158050000,13248000,0,65000000,83.8206,14.3331,7.079,36.6038,
002371.SZ,北方华创,2010-03-29,13.407,13.5285,13.7444,13.0004,13.6061,2576796,164600541.1,0.1991,1.4851,63.878,19.4505,860060160,N/A,4219800000,13248000,0,65000000,85.0654,14.5459,7.1841,37.1474,
002371.SZ,北方华创,2010-03-30,13.6061,13.4132,14.2076,13.3504,13.9372,2473972,163902727.8,0.3311,2.4338,66.2508,18.6743,880992000,N/A,4322500000,13248000,0,65000000,87.1356,14.8999,7.359,38.0514,
002371.SZ,北方华创,2010-03-31,13.9372,13.7905,14.1992,13.7381,13.8324,2057656,137116995.3,-0.1048,-0.7519,66.6375,15.5318,874368000,N/A,4290000000,13248000,0,65000000,86.4805,14.7879,7.3037,37.7653,
002371.SZ,北方华创,2010-04-01,13.8324,13.8366,14.8174,13.7695,13.8911,2586952,176288275.4,0.0587,0.4242,68.1452,19.5271,878077440,N/A,4308200000,13248000,0,65000000,86.8474,14.8507,7.3346,37.9256,
002371.SZ,北方华创,2010-04-02,13.8911,13.7276,14.0797,13.539,13.7989,2095565,138061580.3,-0.0922,-0.6639,65.8827,15.818,872248320,N/A,4279600000,13248000,0,65000000,86.2708,14.7521,7.2859,37.6738,
002371.SZ,北方华创,2010-04-06,13.7989,13.8408,14.6498,13.6228,14.5659,2050340,138471299.8,0.7671,5.5589,67.5358,15.4766,920736000,N/A,4517500000,13248000,0,65000000,91.0666,15.5721,7.691,39.768,
002371.SZ,北方华创,2010-04-07,14.5659,14.5639,14.8761,14.2935,14.6707,2234843,155584623.4,0.1048,0.7194,69.6177,16.8693,927360000,N/A,4550000000,13248000,0,65000000,91.7217,15.6842,7.7463,40.0541,
002371.SZ,北方华创,2010-04-08,14.6707,14.4926,14.6351,13.7905,13.7989,2295345,156051523.6,-0.8719,-5.9429,67.9861,17.326,872248320,N/A,4279600000,13248000,0,65000000,86.2708,14.7521,7.2859,37.6738,
002371.SZ,北方华创,2010-04-09,13.7989,13.9372,14.1174,13.6228,14.042,1718300,114132821.3,0.2431,1.7618,66.4219,12.9703,887616000,N/A,4355000000,13248000,0,65000000,87.7908,15.012,7.4143,38.3375,
002371.SZ,北方华创,2010-04-12,14.042,14.042,14.283,13.8366,14.0986,1727645,115683756.7,0.0566,0.403,66.9604,13.0408,891192960,N/A,4372550000,13248000,0,65000000,88.1446,15.0725,7.4442,38.492,
002371.SZ,北方华创,2010-04-13,14.0986,14.107,14.1237,12.6881,13.2665,2876875,182706650.3,-0.832,-5.9016,63.5087,21.7155,838598400,N/A,4114500000,13248000,0,65000000,82.9426,14.183,7.0049,36.2204,
002371.SZ,北方华创,2010-04-14,13.2665,12.9941,13.3692,12.8998,13.2665,1315579,82588352.7,0,0,62.7772,9.9304,838598400,N/A,4114500000,13248000,0,65000000,82.9426,14.183,7.0049,36.2204,
002371.SZ,北方华创,2010-04-15,13.2665,13.1617,13.3085,12.2522,12.5099,1386954,84490282.3,-0.7566,-5.703,60.9179,10.4692,790773120,N/A,3879850000,13248000,0,65000000,78.2124,13.3741,6.6054,34.1547,
002371.SZ,北方华创,2010-04-16,12.5099,12.5435,12.86,12.3653,12.598,1150559,69342458.8,0.088,0.7036,60.2685,8.6848,796337280,N/A,3907150000,13248000,0,65000000,78.7628,13.4682,6.6519,34.3951,
002371.SZ,北方华创,2010-04-19,12.598,12.598,12.883,12.4597,12.5435,983645,59670900,-0.0545,-0.4325,60.663,7.4249,792892800,N/A,3890250000,13248000,0,65000000,78.4221,13.41,6.6231,34.2463,
002371.SZ,北方华创,2010-04-20,12.5435,12.533,12.6818,12.0552,12.4073,1008018,59224360.6,-0.1362,-1.086,58.7533,7.6088,784281600,N/A,3848000000,13248000,0,65000000,77.5704,13.2643,6.5512,33.8744,
002371.SZ,北方华创,2010-04-21,12.4073,12.4282,13.3294,12.3276,13.254,1463628,90615191.8,0.8467,6.8243,61.9114,11.0479,837803520,N/A,4110600000,13248000,0,65000000,82.864,14.1695,6.9982,36.1861,
002371.SZ,北方华创,2010-04-22,13.254,13.1827,13.736,13.1785,13.4342,1460378,93712012.4,0.1802,1.3599,64.1697,11.0234,849196800,N/A,4166500000,13248000,0,65000000,81.6647,5.0716,7.0934,36.6782,
002371.SZ,北方华创,2010-04-23,13.4342,13.2037,13.713,13.2037,13.2037,971416,62267651,-0.2305,-1.7161,64.0999,7.3325,834624000,N/A,4095000000,13248000,0,65000000,80.2633,4.9846,6.9717,36.0487,
002371.SZ,北方华创,2010-04-26,13.2037,13.2037,13.7549,13.1869,13.518,1064557,68801271.7,0.3144,2.381,64.629,8.0356,854496000,N/A,4192500000,13248000,0,65000000,82.1743,5.1033,7.1377,36.907,
002371.SZ,北方华创,2010-04-27,13.518,13.4342,13.4342,12.5749,12.9312,1319778,81293652.4,-0.5868,-4.3411,61.5965,9.9621,817401600,N/A,4010500000,13248000,0,65000000,78.607,4.8817,6.8278,35.3049,
002371.SZ,北方华创,2010-04-28,12.9312,12.6629,12.927,12.5079,12.7489,829713,50448346,-0.1823,-1.41,60.8022,6.2629,805875840,N/A,3953950000,13248000,0,65000000,77.4986,4.8129,6.7315,34.8071,
002371.SZ,北方华创,2010-04-29,12.7489,12.8348,12.9103,12.1683,12.2019,664651,39948192.3,-0.547,-4.2906,60.104,5.017,771298560,N/A,3784300000,13248000,0,65000000,74.1734,4.6064,6.4427,33.3136,
002371.SZ,北方华创,2010-04-30,12.2019,12.1306,12.4261,11.7366,12.4261,593570,34124791.2,0.2243,1.8379,57.4908,4.4804,785473920,N/A,3853850000,13248000,0,65000000,75.5366,4.691,6.5611,33.9259,
002371.SZ,北方华创,2010-05-04,12.4261,12.1558,12.6797,11.8099,12.5602,358807,21406612.9,0.1341,1.0794,59.6605,2.7084,793952640,N/A,3895450000,13248000,0,65000000,76.352,4.7417,6.6319,34.2921,
002371.SZ,北方华创,2010-05-05,12.5602,12.4911,12.8767,12.4492,12.8516,515105,31287135.2,0.2913,2.3194,60.7393,3.8882,812367360,N/A,3985800000,13248000,0,65000000,78.1229,4.8517,6.7858,35.0874,
002371.SZ,北方华创,2010-05-06,12.8516,12.8306,12.8683,12.5749,12.5812,552668,33514226.7,-0.2704,-2.1037,60.6408,4.1717,795277440,N/A,3901950000,13248000,0,65000000,76.4794,4.7496,6.643,34.3493,
002371.SZ,北方华创,2010-05-07,12.5812,12.183,12.73,12.183,12.6336,502769,30073485.5,0.0524,0.4165,59.8157,3.7951,798589440,N/A,3918200000,13248000,0,65000000,76.7979,4.7694,6.6707,34.4923,
002371.SZ,北方华创,2010-05-10,12.6336,12.9061,12.9061,11.5689,11.8623,692814,39599281,-0.7713,-6.1048,57.1572,5.2296,749836800,N/A,3679000000,13248000,0,65000000,72.1095,4.4782,6.2634,32.3866,
002371.SZ,北方华创,2010-05-11,11.8623,11.9881,12.1558,11.0701,11.1078,587590,32615202.3,-0.7545,-6.3604,55.5067,4.4353,702144000,N/A,3445000000,13248000,0,65000000,67.5231,4.1934,5.8651,30.3267,
002371.SZ,北方华创,2010-05-12,11.1078,10.804,10.9087,10.018,10.2548,863173,42933506.5,-0.853,-7.6792,49.7392,6.5155,648224640,N/A,3180450000,13248000,0,65000000,62.3378,3.8714,5.4147,27.9978,
002371.SZ,北方华创,2010-05-13,10.2548,10.2486,10.4372,9.7623,10.4372,635360,30805971.2,0.1823,1.7781,48.4859,4.7959,659750400,N/A,3237000000,13248000,0,65000000,63.4462,3.9402,5.5109,28.4957,
002371.SZ,北方华创,2010-05-14,10.4372,10.3701,10.5587,10.0599,10.3953,693141,34195828.5,-0.0419,-0.4016,49.3346,5.232,657100800,N/A,3224000000,13248000,0,65000000,63.1914,3.9244,5.4888,28.3812,
002371.SZ,北方华创,2010-05-17,10.3953,10.062,10.2779,9.8504,9.9342,477221,22951153.4,-0.4611,-4.4355,48.0933,3.6022,627955200,N/A,3081000000,13248000,0,65000000,60.3885,3.7503,5.2453,27.1224,
002371.SZ,北方华创,2010-05-18,9.9342,9.6408,10.1144,9.6303,10.039,545429,25593959.7,0.1048,1.0549,46.9245,4.1171,634579200,N/A,3113500000,13248000,0,65000000,61.0256,3.7899,5.3007,27.4085,
002371.SZ,北方华创,2010-05-19,10.039,10.039,10.039,10.039,10.039,N/A,N/A,0,0,N/A,N/A,634579200,N/A,3113500000,13248000,0,65000000,61.0256,3.7899,5.3007,27.4085,
002371.SZ,北方华创,2010-05-20,10.039,10.039,10.4414,9.8923,10.0599,775915,37842851.5,0.021,0.2088,48.7719,5.8568,635904000,N/A,3120000000,13248000,0,65000000,61.153,3.7978,5.3117,27.4657,
002371.SZ,北方华创,2010-05-21,10.0599,9.6408,10.4707,9.58,10.4393,882396,42460747.7,0.3793,3.7708,48.1198,6.6606,659882880,N/A,3237650000,13248000,0,65000000,63.4589,3.941,5.512,28.5014,
002371.SZ,北方华创,2010-05-24,10.4393,10.4791,11.1016,10.4791,11.0869,1002320,51756417.4,0.6476,6.2036,51.6366,7.5658,700819200,N/A,3438500000,13248000,0,65000000,67.3957,4.1855,5.854,30.2695,
002371.SZ,北方华创,2010-05-25,11.0869,10.915,11.2546,10.7935,11.024,793804,41816815.6,-0.0629,-0.5671,52.679,5.9919,696844800,N/A,3419000000,13248000,0,65000000,67.0134,4.1617,5.8208,30.0978,
002371.SZ,北方华创,2010-05-26,11.024,11.0219,11.2084,10.6887,10.9025,424691,22093152.3,-0.1216,-1.1027,52.0217,3.2057,689160960,N/A,3381300000,13248000,0,65000000,66.2745,4.1158,5.7566,29.766,
002371.SZ,北方华创,2010-05-27,10.9025,10.8941,11.2294,10.6887,11.1351,630175,33048262,0.2326,2.1338,52.443,4.7568,703866240,N/A,3453450000,13248000,0,65000000,67.6887,4.2037,5.8794,30.4011,
002371.SZ,北方华创,2010-05-28,11.1351,11.2483,11.4599,11.112,11.1498,536395,28799535.2,0.0147,0.1318,53.6909,4.0489,704793600,N/A,3458000000,13248000,0,65000000,67.7779,4.2092,5.8872,30.4411,
002371.SZ,北方华创,2010-05-31,11.1498,11.1456,11.1456,10.4372,10.4372,508751,26270450.5,-0.7126,-6.391,51.6371,3.8402,659750400,N/A,3237000000,13248000,0,65000000,63.4462,3.9402,5.5109,28.4957,
002371.SZ,北方华创,2010-06-01,10.4372,10.3072,10.4707,9.9342,10.192,510188,24766957.6,-0.2452,-2.3494,48.5448,3.8511,644250240,N/A,3160950000,13248000,0,65000000,61.9556,3.8476,5.3815,27.8262,
002371.SZ,北方华创,2010-06-02,10.192,10.0809,10.454,10.0306,10.454,299400,14647035.3,0.262,2.5704,48.9213,2.26,660810240,N/A,3242200000,13248000,0,65000000,63.5481,3.9465,5.5198,28.5414,
002371.SZ,北方华创,2010-06-03,10.454,10.4833,10.8123,10.454,10.542,475197,24105803.2,0.088,0.842,50.728,3.5869,666374400,N/A,3269500000,13248000,0,65000000,64.0832,3.9798,5.5663,28.7818,
002371.SZ,北方华创,2010-06-04,10.542,10.3848,10.7034,10.3324,10.6887,231944,11678562.2,0.1467,1.3917,50.3508,1.7508,675648000,N/A,3315000000,13248000,0,65000000,64.975,4.0351,5.6437,29.1823,
