代码,简称,日期,前收盘价(元),开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(股),成交金额(元),涨跌(元),涨跌幅(%),均价(元),换手率(%),A股流通市值(元),B股流通市值(元),总市值(元),A股流通股本(股),B股流通股本(股),总股本(股),市盈率,市净率,市销率,市现率,
600900.SH,长江电力,2003-11-18,N/A,1.7101,1.7787,1.6771,1.6964,753863103,4693850007,0.516,43.7209,6.2264,58.9278,7906074000,N/A,48550080000,1279300000,0,7856000000,109.687,5.6746,35.4086,N/A,
600900.SH,长江电力,2003-11-19,1.6964,1.6909,1.7238,1.6881,1.7128,96487383,601303012,0.0165,0.9709,6.2319,7.5422,7982832000,N/A,49021440000,1279300000,0,7856000000,110.7519,5.7297,35.7523,N/A,
600900.SH,长江电力,2003-11-20,1.7128,1.7101,1.743,1.6991,1.743,80413119,504194744,0.0302,1.7628,6.2701,6.2857,8123555000,N/A,49885600000,1279300000,0,7856000000,112.7043,5.8307,36.3826,N/A,
600900.SH,长江电力,2003-11-21,1.743,1.7458,1.7924,1.7348,1.7348,83514726,535389773,-0.0082,-0.4724,6.4107,6.5282,8085176000,N/A,49649920000,1279300000,0,7856000000,112.1718,5.8032,36.2107,N/A,
600900.SH,长江电力,2003-11-24,1.7348,1.7348,1.8309,1.7348,1.8254,67664675,439502309,0.0906,5.2215,6.4953,5.2892,8507345000,N/A,52242400000,1279300000,0,7856000000,118.0289,6.1062,38.1014,N/A,
600900.SH,长江电力,2003-11-25,1.8254,1.8254,1.8473,1.8007,1.8144,73092530,486006595,-0.011,-0.6015,6.6492,5.7135,8456173000,N/A,51928160000,1279300000,0,7856000000,117.3189,6.0695,37.8723,N/A,
600900.SH,长江电力,2003-11-26,1.8144,1.8144,1.8473,1.8007,1.8171,30557854,202771302,0.0027,0.1513,6.6357,2.3886,8468966000,N/A,52006720000,1279300000,0,7856000000,117.4964,6.0787,37.9296,N/A,
600900.SH,长江电力,2003-11-27,1.8171,1.8171,1.8418,1.8034,1.8281,34184475,227201858,0.011,0.6042,6.6463,2.6721,8520138000,N/A,52320960000,1279300000,0,7856000000,118.2064,6.1154,38.1587,N/A,
600900.SH,长江电力,2003-11-28,1.8281,1.8309,1.883,1.8309,1.872,46420361,315038270,0.0439,2.4024,6.7866,3.6286,8724826000,N/A,53577920000,1279300000,0,7856000000,121.0462,6.2623,39.0755,N/A,
600900.SH,长江电力,2003-12-01,1.872,1.872,1.9269,1.8693,1.9214,60715269,422053736,0.0494,2.6393,6.9514,4.746,8955100000,N/A,54992000000,1279300000,0,7856000000,124.2409,6.4276,40.1068,N/A,
600900.SH,长江电力,2003-12-02,1.9214,1.9269,1.9379,1.9132,1.9214,49673663,348166234,0,0,7.0091,3.8829,8955100000,N/A,54992000000,1279300000,0,7856000000,124.2409,6.4276,40.1068,N/A,
600900.SH,长江电力,2003-12-03,1.9214,1.9214,2.1108,1.9187,2.0257,123634920,899776595,0.1043,5.4286,7.2777,9.6643,9441234000,N/A,57977280000,1279300000,0,7856000000,130.9855,6.7765,42.284,N/A,
600900.SH,长江电力,2003-12-04,2.0257,2.0257,2.0779,2.012,2.0477,80532968,600057588,0.022,1.084,7.4511,6.2951,9543578000,N/A,58605760000,1279300000,0,7856000000,132.4053,6.85,42.7424,N/A,
600900.SH,长江电力,2003-12-05,2.0477,2.0504,2.0724,2.0093,2.0504,65851201,488630103,0.0027,0.134,7.4202,5.1474,9556371000,N/A,58684320000,1279300000,0,7856000000,132.5828,6.8592,42.7997,N/A,
600900.SH,长江电力,2003-12-08,2.0504,2.0504,2.0697,2.0175,2.0203,41100554,305294846,-0.0302,-1.4726,7.428,3.2127,9415648000,N/A,57820160000,1279300000,0,7856000000,130.6305,6.7581,42.1694,N/A,
600900.SH,长江电力,2003-12-09,2.0203,2.0203,2.0779,2.0203,2.0724,53130054,397336339,0.0522,2.5815,7.4786,4.1531,9658715000,N/A,59312800000,1279300000,0,7856000000,134.0027,6.9326,43.258,N/A,
600900.SH,长江电力,2003-12-10,2.0724,2.0806,2.1246,2.0724,2.1218,62604522,479721080,0.0494,2.3841,7.6627,4.8937,9888989000,N/A,60726880000,1279300000,0,7856000000,137.1975,7.0979,44.2893,N/A,
600900.SH,长江电力,2003-12-11,2.1218,2.13,2.1465,2.0559,2.0861,81716704,623975918,-0.0357,-1.6818,7.6358,6.3876,9722680000,N/A,59705600000,1279300000,0,7856000000,134.8902,6.9785,43.5445,N/A,
600900.SH,长江电力,2003-12-12,2.0861,2.0752,2.0916,2.0532,2.0806,36584294,275712415,-0.0055,-0.2632,7.5364,2.8597,9697094000,N/A,59548480000,1279300000,0,7856000000,134.5352,6.9602,43.4299,N/A,
600900.SH,长江电力,2003-12-15,2.0806,2.0806,2.0834,2.0504,2.0614,30550542,229670112,-0.0192,-0.9235,7.5177,2.3881,9607543000,N/A,58998560000,1279300000,0,7856000000,133.2928,6.8959,43.0289,N/A,
600900.SH,长江电力,2003-12-16,2.0614,2.0587,2.1136,2.0312,2.1053,54410022,410789389,0.0439,2.1305,7.5499,4.2531,9812231000,N/A,60255520000,1279300000,0,7856000000,136.1326,7.0428,43.9456,N/A,
600900.SH,长江电力,2003-12-17,2.1053,2.0889,2.1355,2.0724,2.0752,48720370,373294964,-0.0302,-1.4342,7.662,3.8084,9671508000,N/A,59391360000,1279300000,0,7856000000,134.1802,6.9418,43.3153,N/A,
600900.SH,长江电力,2003-12-18,2.0752,2.0669,2.1355,2.0614,2.1218,34982281,267809645,0.0467,2.2487,7.6556,2.7345,9888989000,N/A,60726880000,1279300000,0,7856000000,137.1975,7.0979,44.2893,N/A,
600900.SH,长江电力,2003-12-19,2.1218,2.1328,2.2206,2.13,2.1959,86725345,685083798,0.0741,3.4929,7.8995,6.7791,10234400000,N/A,62848000000,1279300000,0,7856000000,141.9897,7.3458,45.8363,N/A,
600900.SH,长江电力,2003-12-22,2.1959,2.2097,2.3881,2.1877,2.3606,95295105,791970326,0.1647,7.5,8.3107,7.449,11001980000,N/A,67561600000,1279300000,0,7856000000,152.6389,7.8968,49.274,N/A,
600900.SH,长江电力,2003-12-23,2.3606,2.3606,2.3991,2.3442,2.3853,62355811,539230129,0.0247,1.0465,8.6476,4.8742,11117117000,N/A,68268640000,1279300000,0,7856000000,154.2363,7.9794,49.7897,N/A,
600900.SH,长江电力,2003-12-24,2.3853,2.3853,2.4347,2.3634,2.432,50427107,438304465,0.0467,1.9563,8.6918,3.9418,11334598000,N/A,69604160000,1279300000,0,7856000000,157.2535,8.1355,50.7637,N/A,
600900.SH,长江电力,2003-12-25,2.432,2.4402,2.4841,2.3908,2.4238,59412995,528050103,-0.0082,-0.3386,8.8878,4.6442,11296219000,N/A,69368480000,1279300000,0,7856000000,156.7211,8.1079,50.5918,N/A,
600900.SH,长江电力,2003-12-26,2.4238,2.4238,2.4347,2.3743,2.3936,38569083,336355076,-0.0302,-1.2458,8.7208,3.0149,11155496000,N/A,68504320000,1279300000,0,7856000000,154.7687,8.0069,49.9616,N/A,
600900.SH,长江电力,2003-12-29,2.3936,2.3826,2.4073,2.3579,2.3661,32623334,282820470,-0.0274,-1.1468,8.6693,2.5501,11027566000,N/A,67718720000,1279300000,0,7856000000,152.9939,7.9151,49.3886,N/A,
600900.SH,长江电力,2003-12-30,2.3661,2.3661,2.4841,2.3661,2.4677,69945314,624765236,0.1016,4.2923,8.9322,5.4675,11500907000,N/A,70625440000,1279300000,0,7856000000,159.5609,8.2549,51.5086,N/A,
600900.SH,长江电力,2003-12-31,2.4677,2.4841,2.4896,2.3771,2.3826,50752639,448534167,-0.0851,-3.4483,8.8377,3.9672,11104324000,N/A,68190080000,1279300000,0,7856000000,154.0588,7.9702,49.7324,N/A,
600900.SH,长江电力,2004-01-02,2.3826,2.3908,2.4704,2.3826,2.4238,37709688,333953426,0.0412,1.7281,8.8559,2.9477,11296219000,N/A,69368480000,1279300000,0,7856000000,156.7211,8.1079,23.2325,-3870.4836,
600900.SH,长江电力,2004-01-05,2.4238,2.4183,2.55,2.3991,2.5253,82084105,746490917,0.1016,4.1903,9.0942,6.4163,11769560000,N/A,72275200000,1279300000,0,7856000000,163.2881,8.4477,24.206,-4032.667,
600900.SH,长江电力,2004-01-06,2.5253,2.5308,2.5418,2.4512,2.4896,88712116,804496856,-0.0357,-1.413,9.0686,6.9344,11603251000,N/A,71253920000,1279300000,0,7856000000,160.9808,8.3283,23.864,-3975.6836,
600900.SH,长江电力,2004-01-07,2.4896,2.4896,2.6214,2.4622,2.5418,90452548,839939743,0.0522,2.0948,9.286,7.0705,11846318000,N/A,72746560000,1279300000,0,7856000000,164.353,8.5028,24.3639,-4058.967,
600900.SH,长江电力,2004-01-08,2.5418,2.539,2.572,2.5006,2.5363,43007348,396610043,-0.0055,-0.216,9.2219,3.3618,11820732000,N/A,72589440000,1279300000,0,7856000000,163.998,8.4844,24.3113,-4050.2002,
600900.SH,长江电力,2004-01-09,2.5363,2.5363,2.5665,2.432,2.4457,60537381,549535584,-0.0906,-3.5714,9.0776,4.7321,11398563000,N/A,69996960000,1279300000,0,7856000000,158.141,8.1814,23.443,-3905.5503,
600900.SH,长江电力,2004-01-12,2.4457,2.4375,2.5143,2.3826,2.5061,66829066,598502664,0.0604,2.4691,8.9557,5.2239,11680009000,N/A,71725280000,1279300000,0,7856000000,162.0457,8.3834,24.0219,-4001.9836,
600900.SH,长江电力,2004-01-13,2.5061,2.5116,2.5116,2.4128,2.4347,45907320,411131288,-0.0714,-2.8478,8.9557,3.5885,11347391000,N/A,69682720000,1279300000,0,7856000000,157.431,8.1447,23.3378,-3888.0168,
600900.SH,长江电力,2004-01-14,2.4347,2.4292,2.4485,2.3853,2.41,28824540,253404170,-0.0247,-1.0147,8.7913,2.2531,11232254000,N/A,68975680000,1279300000,0,7856000000,155.8336,8.062,23.101,-3848.5669,
600900.SH,长江电力,2004-01-15,2.41,2.4073,2.443,2.3551,2.3634,41954580,364488249,-0.0467,-1.9362,8.6877,3.2795,11014773000,N/A,67640160000,1279300000,0,7856000000,152.8164,7.9059,22.6537,-3774.0503,
600900.SH,长江电力,2004-01-16,2.3634,2.3661,2.4485,2.3661,2.421,41367966,363682239,0.0576,2.439,8.7914,3.2336,11283426000,N/A,69289920000,1279300000,0,7856000000,156.5436,8.0988,23.2062,-3866.1003,
600900.SH,长江电力,2004-01-29,2.421,2.4238,2.4567,2.4045,2.4457,21044688,186076076,0.0247,1.0204,8.8419,1.645,11398563000,N/A,69996960000,1279300000,0,7856000000,158.141,8.1814,23.443,-3905.5503,
600900.SH,长江电力,2004-01-30,2.4457,2.4457,2.4759,2.3881,2.3991,32595507,289238771,-0.0467,-1.908,8.8736,2.5479,11181082000,N/A,68661440000,1279300000,0,7856000000,155.1237,8.0253,22.9957,-3831.0337,
600900.SH,长江电力,2004-02-02,2.3991,2.6379,2.6379,2.443,2.4814,99835968,912461881,0.0823,3.4325,9.1396,7.804,11564872000,N/A,71018240000,1279300000,0,7856000000,160.4483,8.3008,23.7851,-3962.5337,
600900.SH,长江电力,2004-02-03,2.4814,2.4814,2.5363,2.4594,2.5253,38943150,356039026,0.0439,1.7699,9.1425,3.0441,11769560000,N/A,72275200000,1279300000,0,7856000000,163.2881,8.4477,24.206,-4032.667,
600900.SH,长江电力,2004-02-04,2.5253,2.5281,2.7312,2.5281,2.69,94118764,905155254,0.1647,6.5217,9.6172,7.3571,12537140000,N/A,76988800000,1279300000,0,7856000000,173.9373,8.9986,25.7847,-4295.667,
600900.SH,长江电力,2004-02-05,2.69,2.69,2.7284,2.6516,2.7037,41389287,405781482,0.0137,0.5102,9.804,3.2353,12601105000,N/A,77381600000,1279300000,0,7856000000,174.8248,9.0445,25.9162,-4317.5835,
600900.SH,长江电力,2004-02-06,2.7037,2.7037,2.7065,2.6433,2.6708,33573141,327012955,-0.0329,-1.2183,9.7403,2.6243,12447589000,N/A,76438880000,1279300000,0,7856000000,172.6949,8.9343,25.6005,-4264.9834,
600900.SH,长江电力,2004-02-09,2.6708,2.679,2.7312,2.6626,2.6818,28180910,277047910,0.011,0.4111,9.831,2.2028,12498761000,N/A,76753120000,1279300000,0,7856000000,173.4049,8.9711,25.7058,-4282.5171,
600900.SH,长江电力,2004-02-10,2.6818,2.6818,2.6955,2.6022,2.6186,34964524,335705047,-0.0631,-2.3541,9.6013,2.7331,12204522000,N/A,74946240000,1279300000,0,7856000000,169.3227,8.7599,25.1006,-4181.7002,
600900.SH,长江电力,2004-02-11,2.6186,2.6186,2.6351,2.561,2.5912,37963693,358030302,-0.0274,-1.0482,9.4309,2.9675,12076592000,N/A,74160640000,1279300000,0,7856000000,167.5478,8.6681,24.8375,-4137.8667,
600900.SH,长江电力,2004-02-12,2.5912,2.6214,2.6296,2.443,2.4485,73026053,665299018,-0.1427,-5.5085,9.1104,5.7083,11411356000,N/A,70075520000,1279300000,0,7856000000,158.3185,8.1906,23.4693,-3909.9336,
600900.SH,长江电力,2004-02-13,2.4485,2.443,2.4924,2.4292,2.4567,37122371,332319056,0.0082,0.3363,8.952,2.9018,11449735000,N/A,70311200000,1279300000,0,7856000000,158.8509,8.2181,23.5483,-3923.0835,
600900.SH,长江电力,2004-02-16,2.4567,2.4594,2.5088,2.4567,2.5088,33429351,302272855,0.0522,2.1229,9.0421,2.6131,11692802000,N/A,71803840000,1279300000,0,7856000000,162.2232,8.3926,24.0482,-4006.3669,
600900.SH,长江电力,2004-02-17,2.5088,2.5171,2.5253,2.4594,2.4704,47690942,433284421,-0.0384,-1.5317,9.0853,3.7279,11513700000,N/A,70704000000,1279300000,0,7856000000,159.7384,8.264,23.6798,-3945.0002,
